         MJD         m       dm  uJy  duJy F  err  chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask   duJy_new
59699.419220 18.878500      NaN -113    34 c    0   1.11 210.91068 54.31167  3325.75  7064.83 2.59 2.33  26.3 -0.397    18.25 19.68 02a59699o0417c     8192  37.330378
59699.424739 17.801668      NaN    2    91 c    0   0.93 210.91068 54.31167  3381.69  7138.77 2.63 2.33  24.3 -0.400    17.23 18.61 02a59699o0429c     8192  92.296030
59699.459844 19.569016      NaN   -1    18 c    0   1.74 210.91068 54.31167  3387.35  7019.74 2.58 2.25  27.3 -0.396    18.82 20.34 02a59699o0505c  4194560  23.697196
59723.379391 19.401649      NaN   24    13 c    0   0.94 210.91068 54.31167  5022.65  4859.12 2.69 2.33  28.8 -0.399    19.57 21.29 02a59723o0312c        0  20.163261
59723.382603 19.766969      NaN   -8    15 c    0   0.87 210.91068 54.31167  4999.88  4817.94 2.96 2.46  29.7 -0.388    19.52 21.28 02a59723o0319c        0  21.507141
59723.388089 19.674510      NaN    7    14 c    0   0.83 210.91068 54.31167  5060.83  4896.21 2.69 2.30  28.5 -0.402    19.58 21.25 02a59723o0331c        0  20.822034
59723.400898 19.631075      NaN   15    12 c    0   1.30 210.91068 54.31167  5079.47  4782.08 2.76 2.37  26.9 -0.397    19.55 21.26 02a59723o0359c        0  19.533487
59727.350487 18.142010      NaN  -42    67 c    0   1.02 210.91068 54.31167  5027.19  4865.26 2.68 2.28  31.1 -0.398    17.52 18.91 02a59727o0248c        0  68.749961
59727.353687 18.806434      NaN   40    23 c    0   1.12 210.91068 54.31167  5007.57  4825.88 2.65 2.25  29.9 -0.401    18.58 20.08 02a59727o0255c        0  27.686768
59727.360089 17.829663      NaN   79    63 c    0   1.29 210.91068 54.31167  5065.48  4901.46 2.64 2.25  30.7 -0.403    17.59 18.92 02a59727o0269c  4194560  64.857976
59727.371522 18.504094      NaN  -18    48 c    0   1.02 210.91068 54.31167  5086.24  4784.11 2.81 2.30  31.3 -0.389    18.00 19.43 02a59727o0294c   524288  50.413858
59731.393020 19.696897      NaN    9    13 c    0   1.08 210.91068 54.31167  3613.94  8747.18 2.74 2.67  34.7 -0.390    19.54 21.53 02a59731o0172c        0  20.163261
59731.398541 19.631075      NaN    9    14 c    0   1.00 210.91068 54.31167  3593.89  8708.02 2.84 2.66  42.2 -0.386    19.56 21.51 02a59731o0184c        0  20.822034
59731.401810 19.454622      NaN   18    14 c    0   0.84 210.91068 54.31167  3650.51  8784.97 2.61 2.58  46.9 -0.392    19.59 21.52 02a59731o0191c        0  20.822034
59731.414645 19.609992      NaN   16    12 c    0   1.32 210.91068 54.31167  3668.04  8664.24 2.70 2.54  25.2 -0.395    19.57 21.46 02a59731o0219c        0  19.533487
59751.314809 20.009244      NaN  -18    12 c    0   0.74 210.91068 54.31167  4522.43  1078.52 2.41 2.29  79.0 -0.428    19.65 21.48 02a59751o0156c        0  19.533487
59751.318028 20.321591      NaN  -25     9 c    0   1.41 210.91068 54.31167  4502.21  1042.12 2.38 2.26  74.6 -0.429    19.63 21.48 02a59751o0163c        0  17.848168
59751.323522 20.137125      NaN    8     8 c    0   1.98 210.91068 54.31167  4563.49  1117.31 2.33 2.24  80.5 -0.430    19.66 21.47 02a59751o0175c        0  17.365400
59751.334507 20.207197      NaN  -10    10 c    0   1.32 210.91068 54.31167  4584.81  1005.08 2.51 2.36  84.5 -0.424    19.64 21.45 02a59751o0199c        0  18.372727
59783.267980 19.719755      NaN   14    11 c    0   1.61 210.91068 54.31167  1470.43  6781.02 2.40 2.26 -40.1 -0.429    19.57 21.12 02a59783o0058c        0  18.935604
59783.271622 19.922338      NaN  -15    13 c    0   1.30 210.91068 54.31167  1451.23  6741.96 2.58 2.37 -48.9 -0.423    19.53 21.16 02a59783o0066c        0  20.163261
59783.278464 20.103715      NaN   -1    11 c    0   1.25 210.91068 54.31167  1507.52  6817.65 2.47 2.26 -47.2 -0.430    19.60 21.20 02a59783o0081c        0  18.935604
59783.292955 19.674510      NaN   13    12 c    0   1.03 210.91068 54.31167  1526.51  6697.34 2.37 2.17 -49.1 -0.441    19.57 21.12 02a59783o0113c        0  19.533487
59787.293213 19.766969      NaN    9    12 c    0   1.44 210.91068 54.31167  6739.45  3125.35 2.82 2.75  54.9 -0.404    19.41 21.28 02a59787o0117c        0  19.533487
59787.297291 19.696897      NaN  -26    16 c    0   0.85 210.91068 54.31167  6719.22  3082.79 2.90 2.84  55.4 -0.387    19.39 21.27 02a59787o0126c   524288  22.216145
59787.303716 19.841877      NaN   -2    14 c    0   0.96 210.91068 54.31167  6776.88  3158.20 2.85 2.76  41.5 -0.391    19.42 21.26 02a59787o0140c        0  20.822034
59787.318300 19.743105      NaN    4    14 c    0   1.13 210.91068 54.31167  6798.13  3039.98 2.85 2.72  38.4 -0.390    19.44 21.27 02a59787o0172c   524288  20.822034
59811.240646 18.816441      NaN  -18    36 c    0   0.89 210.91068 54.31167  9040.42  6879.05 2.67 2.41  28.6 -0.410    18.72 19.75 02a59811o0025c        0  39.160658
59811.243827 19.212347      NaN  -17    25 c    0   0.79 210.91068 54.31167  9019.87  6837.18 2.59 2.44  26.7 -0.415    19.14 20.36 02a59811o0032c        0  29.369323
59811.251095 19.841877      NaN   -4    14 c    0   1.27 210.91068 54.31167  9078.58  6915.25 2.65 2.49  24.9 -0.411    19.43 21.04 02a59811o0048c        0  20.822034
59811.262036 19.256669      NaN   24    16 c    0   0.97 210.91068 54.31167  9096.87  6797.06 2.61 2.49  24.1 -0.418    19.49 21.14 02a59811o0072c        0  22.216145
59819.241262 19.334813      NaN   22    15 c    0   1.03 210.91068 54.31167  6579.83   977.50 2.35 2.22  59.2 -0.408    19.14 20.53 02a59819o0037c        0  21.507141
59819.246702 20.009244      NaN  -31    12 c    0   1.11 210.91068 54.31167  6558.56   937.65 2.35 2.24  85.8 -0.416    19.34 20.93 02a59819o0049c        0  19.533487
59819.249867 19.589310      NaN   11    14 c    0   1.09 210.91068 54.31167  6619.48  1017.80 2.52 2.40  84.2 -0.399    19.35 21.00 02a59819o0056c        0  20.822034
59819.259883 19.766969      NaN    9    12 c    0   1.15 210.91068 54.31167  6642.26   900.39 2.40 2.23 -75.0 -0.427    19.37 21.05 02a59819o0078c        0  19.533487
59841.218401 18.005163      NaN   63    55 c    0   0.82 210.91068 54.31167  6974.88  9571.52 3.07 2.87  65.9 -0.351    17.82 19.42 01a59841o0022c        0  57.118798
59841.222104 18.786693      NaN   18    31 c    0   1.12 210.91068 54.31167  6995.67  9612.28 3.06 2.87  69.7 -0.351    18.50 20.18 01a59841o0030c        0  34.620184
59841.232292 19.287255      NaN   13    19 c    0   0.97 210.91068 54.31167  6933.63  9540.56 3.10 2.92  73.1 -0.347    18.98 20.90 01a59841o0052c        0  24.465427
59841.238300 19.569016      NaN  -34    18 c    0   1.10 210.91068 54.31167  6913.48  9657.42 3.11 2.95  72.0 -0.345    19.00 20.95 01a59841o0065c        0  23.697196
59999.634833 18.649074      NaN   33    31 c    0   0.92 210.91068 54.31167  9223.97  9018.52 2.78 2.66  59.2 -0.390    18.65 20.44 02a59999o0111c   524288  34.620184
59999.637641 19.302877      NaN  -37    23 c    0   1.19 210.91068 54.31167  9204.71  8976.29 2.79 2.68  51.6 -0.385    18.85 20.68 02a59999o0117c   524288  27.686768
59999.650179 19.128787      NaN   -8    27 c    0   1.23 210.91068 54.31167  9258.88  9056.74 2.80 2.58  41.7 -0.388    18.66 20.40 02a59999o0142c   524288  31.089502
59999.656837 19.302877      NaN   -3    23 c    0   1.07 210.91068 54.31167  9276.03  8937.97 2.74 2.67  55.0 -0.387    18.85 20.61 02a59999o0155c  4194560  27.686768
60048.393577 20.103715      NaN  -17    11 c    0   1.21 210.91068 54.31167  5672.87  7365.71 2.59 2.31  44.1 -0.410    19.52 21.42 02a60048o0341c        0  18.935604
60048.395386 19.841877      NaN   -2    14 c    0   0.87 210.91068 54.31167  5692.90  7404.41 2.59 2.33  43.3 -0.410    19.55 21.42 02a60048o0345c        0  20.822034
60048.401280 20.009244      NaN  -25    12 c    0   0.87 210.91068 54.31167  5634.17  7327.97 2.64 2.34  41.5 -0.408    19.55 21.43 02a60048o0357c        0  19.533487
60048.436787 20.103715      NaN   -1    11 c    0   1.12 210.91068 54.31167  5615.85  7447.35 2.60 2.30  36.8 -0.410    19.59 21.48 02a60048o0428c        0  18.935604
60050.476350 19.841877      NaN   -5    14 c    0   1.18 210.91068 54.31167  7503.17  9050.48 2.56 2.41  41.0 -0.420    19.44 21.13 02a60050o0512c        0  20.822034
60050.479980 19.128787      NaN   30    17 c    0   1.47 210.91068 54.31167  7483.63  9009.09 2.54 2.42  44.2 -0.415    19.18 20.81 02a60050o0520c   524288  22.946832
60050.515339 19.841877      NaN    3    13 c    0   1.34 210.91068 54.31167  7538.36  9083.81 2.58 2.38  37.7 -0.409    19.51 21.22 02a60050o0595c        0  20.163261
60050.521155 19.226921      NaN   29    15 c    0   0.81 210.91068 54.31167  7556.44  8963.85 2.62 2.41  36.5 -0.410    19.50 21.21 02a60050o0607c   524288  21.507141
60052.473293 19.922338      NaN   -4    13 c    0   1.20 210.91068 54.31167  5216.46  4850.01 2.42 2.19  34.8 -0.405    19.31 20.97 02a60052o0517c   524288  20.163261
60052.476484 19.696897      NaN  -17    16 c    0   1.31 210.91068 54.31167  5196.84  4810.43 2.52 2.21  29.4 -0.396    19.08 20.78 02a60052o0524c        0  22.216145
60052.509238 19.334813      NaN   25    14 c    0   0.93 210.91068 54.31167  5256.97  4879.76 2.54 2.21  32.3 -0.401    19.45 21.04 02a60052o0592c        0  20.822034
60052.515613 19.841877      NaN  -14    14 c    0   1.10 210.91068 54.31167  5277.99  4761.42 2.56 2.21  33.7 -0.395    19.42 20.99 02a60052o0605c        0  20.822034
60056.426687 20.009244      NaN  -14    12 c    0   1.56 210.91068 54.31167  1326.94  5145.37 2.48 2.28  20.3 -0.422    19.44 21.06 02a60056o0426c        0  19.533487
60056.430308 19.631075      NaN    6    15 c    0   0.96 210.91068 54.31167  1308.58  5105.03 2.60 2.46  11.9 -0.418    19.37 21.05 02a60056o0434c        0  21.507141
60056.465450 19.922338      NaN   -5    13 c    0   0.79 210.91068 54.31167  1360.89  5172.77 2.42 2.22  20.1 -0.426    19.49 21.06 02a60056o0509c        0  20.163261
60056.470537 19.841877      NaN   -3    14 c    0   0.81 210.91068 54.31167  1382.79  5054.06 2.42 2.23  16.9 -0.423    19.47 21.04 02a60056o0520c        0  20.822034
60058.400358 19.894850      NaN    1    13 c    0   1.48 210.91068 54.31167  5913.33  9504.54 2.76 2.42  41.3 -0.397    19.41 21.02 02a60058o0368c        0  20.163261
60058.403081 19.766969      NaN    0    15 c    0   0.84 210.91068 54.31167  5934.48  9541.58 2.74 2.41  37.3 -0.401    19.44 21.03 02a60058o0374c   524288  21.507141
60058.406260 19.674510      NaN    4    15 c    0   1.23 210.91068 54.31167  5872.42  9466.16 2.79 2.42  42.0 -0.393    19.44 21.03 02a60058o0381c        0  21.507141
60058.412604 19.696897      NaN    6    14 c    0   1.08 210.91068 54.31167  5851.63  9585.70 2.73 2.40  39.1 -0.397    19.44 21.03 02a60058o0395c  4194560  20.822034
60076.451715 19.979496      NaN    4    11 c    0   1.48 210.91068 54.31167  6747.60   963.92 2.33 2.17 -71.6 -0.423    19.51 21.04 02a60076o0241c        0  18.935604
60076.455118 19.609992      NaN   10    14 c    0   1.07 210.91068 54.31167  6728.45   926.09 2.31 2.11 -75.2 -0.429    19.50 21.03 02a60076o0248c        0  20.822034
60076.458122 20.009244      NaN   -2    12 c    0   1.13 210.91068 54.31167  6790.00  1005.75 2.32 2.11 -72.5 -0.428    19.54 21.05 02a60076o0254c        0  19.533487
60076.463264 19.351140      NaN   24    14 c    0   0.82 210.91068 54.31167  6809.64   883.82 2.30 2.12 -80.2 -0.429    19.48 21.02 02a60076o0264c        0  20.822034
60078.380061 20.103715      NaN    3    10 c    0   1.13 210.91068 54.31167  3256.41  4964.90 2.32 2.16  25.3 -0.414    19.63 21.30 02a60078o0314c        0  18.372727
60078.383226 20.009244      NaN   -9    12 c    0   0.88 210.91068 54.31167  3237.11  4929.50 2.29 2.16  18.9 -0.423    19.62 21.30 02a60078o0321c        0  19.533487
60078.390093 19.510313      NaN   24    11 c    0   0.99 210.91068 54.31167  3295.86  5004.80 2.29 2.15  24.6 -0.417    19.59 21.30 02a60078o0336c        0  18.935604
60078.401655 20.321591      NaN  -14     9 c    0   1.33 210.91068 54.31167  3316.33  4886.40 2.34 2.16  23.5 -0.418    19.61 21.34 02a60078o0361c        0  17.848168
