         MJD         m       dm      uJy    duJy   F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs   __tmp_SN     Mask
57798.542136 18.910912      NaN    -18.0    33.0   o  0.0     1.01 210.92687 54.31167  7051.14   934.42 3.56 3.41 -79.3 -0.458    18.83 19.81 02a57798o0668o  -0.575758   524288
57798.555288 18.519279      NaN     56.0    29.0   o  0.0     1.49 210.92687 54.31167  6995.43   859.72 3.58 3.44 -77.3 -0.466    18.84 19.86 02a57798o0692o   1.896552        0
57798.561715 18.005163      NaN    -49.0    76.0   o  0.0     1.03 210.92687 54.31167  3349.30  8181.55 4.06 3.63  84.2 -0.919    18.65 20.07 01a57798o0648o  -0.657895   524288
57798.568326 18.369531      NaN     62.0    34.0   o  0.0     0.88 210.92687 54.31167  6973.78   981.23 3.57 3.44 -76.7 -0.461    18.86 19.91 02a57798o0716o   1.794118   524288
57798.574354 17.793801      NaN     35.0    81.0   o  0.0     0.93 210.92687 54.31167  3336.45  8140.67 4.14 3.70 -88.9 -0.897    18.65 20.10 01a57798o0670o   0.419753   524288
57798.581167 18.806434      NaN     17.0    31.0   o  0.0     1.05 210.92687 54.31167  7017.28   922.55 3.58 3.48 -82.7 -0.458    18.87 19.91 02a57798o0740o   0.516129        0
57798.589598 17.870951      NaN     28.0    77.0   o  0.0     1.33 210.92687 54.31167  3391.23  8214.04 4.00 3.58 -83.5 -0.949    18.70 20.11 01a57798o0696o   0.350649   524288
57798.604751 17.990970      NaN     13.0    73.0   o  0.0     0.95 210.92687 54.31167  3399.40  8093.80 4.20 3.77 -86.5 -0.879    18.64 20.12 01a57798o0722o   0.164384   524288
57798.618994 17.633737      NaN     76.0    82.0   o  0.0     1.10 210.92687 54.31167  3356.87  8150.35 4.05 3.62 -84.1 -0.935    18.70 20.15 01a57798o0748o   0.914634  4195328
57801.672938 16.026952      NaN   -494.0   470.0   o  0.0     1.08 210.92687 54.31167  6390.10  3041.12 3.60 3.56   5.8 -0.802    16.85 18.00 01a57801o0797o  -1.053191 12584962
57802.557770 19.063754      NaN      6.0    27.0   o  0.0     1.08 210.92687 54.31167  7863.43  9757.09 3.27 2.97 -41.2 -0.449    19.13 20.45 02a57802o0613o   0.185185        0
57802.572754 18.631975      NaN     36.0    31.0   o  0.0     0.82 210.92687 54.31167  7885.81  9795.70 3.75 3.71 -65.0 -0.455    19.06 20.48 02a57802o0641o   1.129032  4194560
57802.586150 19.063754      NaN     15.0    24.0   o  0.0     1.20 210.92687 54.31167  7829.04  9718.61 3.68 3.62 -63.9 -0.465    19.04 20.45 02a57802o0665o   0.583333        0
57802.599681 18.978793      NaN     28.0    22.0   o  0.0     1.30 210.92687 54.31167  2675.17   617.72 3.66 3.51 -79.0 -0.453    19.13 20.43 02a57802o0689o   1.227273        0
57802.602420 19.212347      NaN      1.0    25.0   o  0.0     1.04 210.92687 54.31167  3741.23 10422.54 3.20 2.69  -5.2 -0.503    19.16 20.44 02a57802o0694o   0.000000        0
